App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver
Flipp - Weekly Shopping,SHOPPING,4.6,85782,33115.87969653179,10000000,Free,0.0,Everyone,Shopping,"July 30, 2018",Varies with device,Varies with device
"AE + Aerie: Jeans, Dresses, Swimsuits & Bralettes",SHOPPING,4.2,20476,28672.0,1000000,Free,0.0,Everyone,Shopping,"July 17, 2018",5.6.0,4.4 and up
A&E - Watch Full Episodes of TV Shows,FAMILY,4.0,29708,19456.0,1000000,Free,0.0,Teen,Entertainment,"July 16, 2018",3.1.4,4.4 and up
Adobe Premiere Clip,VIDEO_PLAYERS,3.9,39495,60416.0,5000000,Free,0.0,Everyone,Video Players & Editors,"June 26, 2018",1.1.4.1296,4.4 and up
AE Sudoku,FAMILY,4.3,2171,12288.0,100000,Free,0.0,Everyone,Puzzle,"July 29, 2015",1.1.0,2.2 and up
AE Jewels 2: Island Adventures,GAME,4.2,652,30720.0,10000,Free,0.0,Everyone,Action,"February 24, 2016",1.0,2.3 and up
AE Bubble:Offline Bubble Games,FAMILY,4.2,6973,33115.87969653179,100000,Free,0.0,Everyone,Casual,"October 20, 2017",Varies with device,Varies with device
AE Basketball,SPORTS,4.0,8100,33115.87969653179,1000000,Free,0.0,Everyone,Sports,"November 20, 2013",Varies with device,Varies with device
AE Bingo: Offline Bingo Games,GAME,4.4,61746,33115.87969653179,500000,Free,0.0,Teen,Casino,"September 30, 2016",Varies with device,2.3.3 and up
AE Jewels,GAME,4.2,960,18432.0,50000,Free,0.0,Everyone,Action,"August 20, 2015",1.0.5,3.0 and up
AE Spider Solitaire,GAME,4.5,17263,33115.87969653179,500000,Free,0.0,Everyone,Card,"June 7, 2017",Varies with device,Varies with device
AE Coin Mania : Arcade Fun,GAME,4.3,30002,29696.0,1000000,Free,0.0,Teen,Casino,"February 8, 2018",2.3.5,4.0.3 and up
AE Roundy POP,FAMILY,4.4,5262,26624.0,100000,Free,0.0,Everyone,Casual,"March 23, 2016",1.1.2,2.3 and up
Mupen64+AE FREE (N64 Emulator),GAME,4.0,41759,12288.0,1000000,Free,0.0,Everyone,Arcade,"January 19, 2014",2.4.4,2.0 and up
Mupen64Plus AE (N64 Emulator),GAME,4.2,4569,12288.0,100000,Paid,0.99,Everyone,Arcade,"January 19, 2014",2.4.4,2.0 and up
AE Lucky Fishing,GAME,4.3,18277,17408.0,1000000,Free,0.0,Teen,Arcade,"March 14, 2016",2.0.2,2.3 and up
AE Video Poker,GAME,4.0,721,18432.0,50000,Free,0.0,Teen,Casino,"December 31, 2015",1.3.2,2.3 and up
AE Solitaire,GAME,4.3,1776,26624.0,50000,Free,0.0,Everyone,Card,"January 4, 2018",2.3.4,4.0.3 and up
AE Archer,SPORTS,3.9,8638,33115.87969653179,500000,Free,0.0,Everyone,Sports,"September 2, 2015",Varies with device,Varies with device
AE Blackjack,GAME,4.0,1417,17408.0,100000,Free,0.0,Teen,Card,"November 27, 2015",1.3.1,2.3 and up
AE Gun Ball: arcade ball games,GAME,3.7,8581,12288.0,1000000,Free,0.0,Everyone,Arcade,"December 13, 2013",1.0.2,2.2 and up
AE Order,TOOLS,4.1,19,317.0,1000,Free,0.0,Everyone,Tools,"November 12, 2013",2.0.131112,2.3 and up
AE 3D MOTOR :Racing Games Free,GAME,4.2,74902,33115.87969653179,5000000,Free,0.0,Everyone,Racing,"August 26, 2016",Varies with device,Varies with device
AE Garage,AUTO_AND_VEHICLES,4.4,64,67584.0,1000,Free,0.0,Everyone,Auto & Vehicles,"June 27, 2017",1.0,4.1 and up
AE Bulletins,BOOKS_AND_REFERENCE,4.5,14,30720.0,1000,Free,0.0,Everyone,Books & Reference,"July 18, 2018",2.2.5,4.0.3 and up
AE GTO Racing,GAME,3.9,6988,35840.0,100000,Free,0.0,Everyone 10+,Racing,"September 24, 2015",Varies with device,Varies with device
AE 3D Moto 3,GAME,3.9,2588,26624.0,100000,Free,0.0,Everyone 10+,Racing,"December 31, 2014",1.7.1,2.3 and up
AE FreeCell,GAME,4.2,358,15360.0,10000,Free,0.0,Everyone,Card,"November 6, 2014",1.1.5,2.3 and up
AE City Jump,GAME,4.5,804,27648.0,10000,Free,0.0,Everyone,Action,"July 18, 2018",1.0.4,4.0 and up
AE Angry Chef,GAME,4.1,533,39936.0,10000,Free,0.0,Everyone 10+,Action,"January 24, 2014",1.0,2.1 and up
Dashboard AE,AUTO_AND_VEHICLES,4.193338315362443,0,13312.0,10,Free,0.0,Everyone,Auto & Vehicles,"May 16, 2018",1255162018,6.0 and up
FilmoraGo - Free Video Editor,VIDEO_PLAYERS,4.4,238459,35840.0,10000000,Free,0.0,Everyone,Video Players & Editors,"June 6, 2018",3.1.4,4.2 and up
AE Master Moto,GAME,4.0,17876,37888.0,1000000,Free,0.0,Everyone,Racing,"December 10, 2015",1.8.6,2.3 and up
Connect.ae - Local Search UAE,TRAVEL_AND_LOCAL,3.9,194,33115.87969653179,10000,Free,0.0,Everyone,Travel & Local,"April 5, 2018",Varies with device,Varies with device
ActionDirector Video Editor - Edit Videos Fast,VIDEO_PLAYERS,4.5,74531,32768.0,5000000,Free,0.0,Everyone,Video Players & Editors,"June 15, 2018",2.12.0,4.3 and up
AE Checkout Plugin,SHOPPING,3.8,208,78.0,10000,Free,0.0,Everyone,Shopping,"February 11, 2015",1.3.1,2.3 and up
AfterFocus,PHOTOGRAPHY,4.2,165224,15360.0,10000000,Free,0.0,Everyone,Photography,"July 8, 2016",2.1.0,4.0.3 and up
AF Link,NEWS_AND_MAGAZINES,4.7,210,18432.0,10000,Free,0.0,Everyone,News & Magazines,"May 31, 2018",v4.29.0.9,4.4 and up
AF Hydro,HEALTH_AND_FITNESS,2.0,136,15360.0,10000,Free,0.0,Everyone,Health & Fitness,"May 12, 2018",1.0.5,4.4 and up
Gunship III Vietnam People AF,FAMILY,4.3,726,19456.0,5000,Paid,4.99,Everyone,Simulation,"December 9, 2016",3.8.4,2.3.3 and up
AF-STROKE (FREE),MEDICAL,4.5,93,924.0,10000,Free,0.0,Teen,Medical,"January 25, 2013",1.1,2.1 and up
Hesab.af - Send money in Afghanistan,FINANCE,4.7,51,11264.0,1000,Free,0.0,Everyone,Finance,"April 15, 2018",1.4.0,4.1 and up
iFunny :),FAMILY,4.4,503757,33115.87969653179,10000000,Free,0.0,Mature 17+,Entertainment,"August 2, 2018",Varies with device,Varies with device
AF-STROKE,MEDICAL,4.193338315362443,5,902.0,100,Paid,5.0,Teen,Medical,"December 19, 2013",1.3,2.1 and up
i-share AF/KLM (AFKL ishare),SOCIAL,4.193338315362443,2,54272.0,100,Free,0.0,Teen,Social,"July 21, 2018",1.16.5,4.1 and up
AF Legendary 2017,BUSINESS,4.193338315362443,0,11264.0,50,Free,0.0,Teen,Business,"September 30, 2017",v2.7.11.6,4.1 and up
AR effect,PHOTOGRAPHY,4.2,79792,33115.87969653179,100000000,Free,0.0,Everyone,Photography,"August 3, 2018",Varies with device,Varies with device
ASUS PixelMaster Camera,PHOTOGRAPHY,4.4,626366,33115.87969653179,10000000,Free,0.0,Everyone,Photography,"June 29, 2016",Varies with device,Varies with device
easyFocus,PHOTOGRAPHY,3.7,3396,266.0,500000,Free,0.0,Everyone,Photography,"November 28, 2012",1.2.0,2.2 and up
AF Nutrition - Integratori,HEALTH_AND_FITNESS,4.193338315362443,6,19456.0,100,Free,0.0,Everyone,Health & Fitness,"August 2, 2018",1.3,4.1 and up
Camera Pro,PHOTOGRAPHY,4.1,7479,13312.0,1000000,Free,0.0,Everyone,Photography,"April 16, 2018",5.4,4.0 and up
Rоhi.af,NEWS_AND_MAGAZINES,4.8,46,47104.0,1000,Free,0.0,Everyone,News & Magazines,"May 1, 2017",1.0.1,4.1 and up
AF Our Time to Shine,BUSINESS,4.193338315362443,0,11264.0,100,Free,0.0,Everyone,Business,"July 17, 2017",v2.7.10.6,4.1 and up
A Better Camera,PHOTOGRAPHY,4.1,76484,33115.87969653179,5000000,Free,0.0,Everyone,Photography,"June 8, 2018",3.52,4.0 and up
"9GAG: Funny Gifs, Pics, Memes & Videos for IGTV",FAMILY,4.6,1450632,33115.87969653179,10000000,Free,0.0,Teen,Entertainment,"August 3, 2018",Varies with device,Varies with device
AF Johannesburg,FAMILY,4.193338315362443,3,11264.0,100,Free,0.0,Everyone,Education,"May 2, 2017",1.0.3,4.1 and up
PhotoScan by Google Photos,PHOTOGRAPHY,4.3,61990,33115.87969653179,10000000,Free,0.0,Everyone,Photography,"February 9, 2018",1.5.1.182070924,5.0 and up
Gun Strike Shoot,GAME,4.1,94761,17408.0,10000000,Free,0.0,Teen,Action,"February 21, 2017",1.1.4,2.3 and up
All Football - Latest News & Videos,SPORTS,4.6,152653,17408.0,10000000,Free,0.0,Everyone,Sports,"August 3, 2018",3.0.5,4.1 and up
50000 Free eBooks & Free AudioBooks,BOOKS_AND_REFERENCE,4.1,52312,11264.0,5000000,Free,0.0,Teen,Books & Reference,"May 19, 2018",5.3.4,4.4 and up
AppLock,TOOLS,4.4,4931562,33115.87969653179,100000000,Free,0.0,Everyone,Tools,"June 11, 2018",Varies with device,Varies with device
King of Avalon: Dragon Warfare,FAMILY,4.2,306652,65536.0,10000000,Free,0.0,Everyone 10+,Strategy,"July 31, 2018",4.6.4,4.0.3 and up
What's Up,LIFESTYLE,4.1,23453,10240.0,1000000,Free,0.0,Everyone,Lifestyle,"October 26, 2017",2.0,4.0 and up
Afterlight,PHOTOGRAPHY,4.3,50893,35840.0,1000000,Free,0.0,Everyone,Photography,"November 20, 2014",1.0.6,4.0.3 and up
Blurfoto : Auto blur photo background & DSLR focus,PHOTOGRAPHY,4.3,2215,12288.0,500000,Free,0.0,Everyone,Photography,"July 27, 2018",1.12,4.3 and up
AG Drive 3D,GAME,3.8,164,22528.0,10000,Free,0.0,Everyone,Adventure,"March 20, 2015",1.0.1,2.3.3 and up
Trimble Ag Mobile,PRODUCTIVITY,4.1,85,45056.0,10000,Free,0.0,Everyone,Productivity,"August 2, 2018",2.7.8,4.1 and up
Ag Tools,TOOLS,4.193338315362443,2,18432.0,1000,Free,0.0,Everyone,Tools,"September 27, 2017",1.0,4.0.3 and up
SOLEM AG,TOOLS,4.193338315362443,1,52224.0,1000,Free,0.0,Everyone,Tools,"September 19, 2017",1.0.2,4.0 and up
AG Subway Simulator Mobile,FAMILY,4.5,623,48128.0,5000,Paid,0.99,Everyone,Simulation,"June 2, 2018",1.3.0.6,4.1 and up
AG Subway Simulator Lite,FAMILY,4.4,6738,57344.0,100000,Free,0.0,Everyone,Simulation,"June 8, 2018",1.2.6,4.1 and up
Elim AG,LIFESTYLE,4.193338315362443,7,33115.87969653179,100,Free,0.0,Everyone,Lifestyle,"March 31, 2017",1.0,4.2 and up
EZ Ag Mobile,FINANCE,3.4,19,24576.0,5000,Free,0.0,Everyone,Finance,"August 12, 2017",9.0.00,3.0 and up
AG Subway Simulator Pro,FAMILY,4.193338315362443,0,33115.87969653179,1000,Free,0.0,Everyone,Simulation,"July 27, 2018",Varies with device,Varies with device
BRL AG,TOOLS,4.193338315362443,0,53248.0,100,Free,0.0,Everyone,Tools,"September 19, 2017",1.0.1,4.0 and up
Ag PhD Soils,PRODUCTIVITY,2.3,3,16384.0,1000,Free,0.0,Everyone,Productivity,"July 16, 2018",1.24.1,4.4 and up
VR AG Racing for Cardboard,GAME,3.4,13,27648.0,1000,Free,0.0,Everyone,Racing,"September 29, 2016",1.1,4.1 and up
Safe Ag Systems™,BUSINESS,4.7,3,36864.0,100,Free,0.0,Everyone,Business,"July 22, 2018",2.0.3,4.0.3 and up
Ag Trucking Mobile App,PRODUCTIVITY,4.193338315362443,0,44032.0,100,Free,0.0,Everyone,Productivity,"May 17, 2017",8.0,4.0.3 and up
Wind & Weather Meter for Ag,WEATHER,4.193338315362443,3,14336.0,1000,Free,0.0,Everyone,Weather,"March 14, 2016",v1.0,4.3 and up
Ag Across America,FAMILY,4.193338315362443,0,15360.0,10,Free,0.0,Everyone,Educational;Education,"May 15, 2018",1.0.0,4.1 and up
Border Ag & Energy,BUSINESS,4.193338315362443,0,12288.0,50,Free,0.0,Everyone,Business,"April 30, 2018",2.1,4.3 and up
Ag-Pro Companies,BUSINESS,4.193338315362443,0,46080.0,50,Free,0.0,Everyone,Business,"March 6, 2018",2.3.0,4.4 and up
Alabama Ag Credit Ag Banking,FINANCE,4.193338315362443,0,33115.87969653179,100,Free,0.0,Everyone,Finance,"February 9, 2018",5.3.4,4.4 and up
AG EMS Tour,FAMILY,4.193338315362443,3,63488.0,500,Free,0.0,Everyone,Entertainment,"May 5, 2017",1.35,4.0 and up
Mix Tank – Tank Mixing Ag App,PRODUCTIVITY,3.6,64,15360.0,10000,Free,0.0,Everyone,Productivity,"October 16, 2017",4.2,4.4 and up
Eternal Light AG,SOCIAL,5.0,30,13312.0,100,Free,0.0,Teen,Social,"May 19, 2018",1.04,4.0.3 and up
AG test,TOOLS,4.193338315362443,3,18432.0,100,Free,0.0,Everyone,Tools,"October 18, 2017",1.0.2,4.1 and up
Platincoin Wallet - PLC Group AG,LIBRARIES_AND_DEMO,4.3,375,15360.0,10000,Free,0.0,Everyone,Libraries & Demo,"June 1, 2018",2.0.1,4.0.3 and up
Ag Valley Cooperative,BUSINESS,5.0,6,75776.0,500,Free,0.0,Everyone,Business,"June 26, 2017",2.3,4.0 and up
Ag-Power,BUSINESS,4.193338315362443,0,48128.0,10,Free,0.0,Everyone,Business,"July 13, 2018",2.4.3,4.4 and up
Denis Brogniart - AH !,FAMILY,4.5,2931,818.0,100000,Free,0.0,Everyone,Entertainment,"August 4, 2017",1.1,4.2 and up
Freeland AH,MEDICAL,4.193338315362443,0,28672.0,100,Free,0.0,Everyone,Medical,"December 18, 2017",300000.0.95,4.0.3 and up
MD PAWS AH,MEDICAL,4.193338315362443,0,29696.0,100,Free,0.0,Everyone,Medical,"February 23, 2018",300000.0.98,4.0.3 and up
AH Connect (Adventist Health),HEALTH_AND_FITNESS,3.4,5,60416.0,1000,Free,0.0,Everyone,Health & Fitness,"January 23, 2018",3.5.1,4.4 and up
Woodland AH,MEDICAL,4.193338315362443,0,33115.87969653179,50,Free,0.0,Everyone,Medical,"February 2, 2018",300000.0.97,4.0.3 and up
Mukwonago AH,MEDICAL,4.193338315362443,1,29696.0,100,Free,0.0,Everyone,Medical,"June 29, 2017",300000.0.85,4.0.3 and up
Angelcare AH,MEDICAL,4.193338315362443,0,29696.0,50,Free,0.0,Everyone,Medical,"October 6, 2017",300000.0.91,4.0.3 and up
WoW AH Tracker,TOOLS,2.9,33,33115.87969653179,10000,Free,0.0,Everyone,Tools,"July 23, 2018",Varies with device,Varies with device
AH Kollection for KLWP,PERSONALIZATION,4.6,644,60416.0,50000,Free,0.0,Everyone,Personalization,"April 30, 2017",Version 1.20,4.4 and up
Chenoweth AH,MEDICAL,5.0,1,27648.0,100,Free,0.0,Everyone,Medical,"April 3, 2017",300000.0.78,4.0.3 and up
Sayers AH,MEDICAL,4.193338315362443,0,29696.0,50,Free,0.0,Everyone,Medical,"January 17, 2018",300000.0.97,4.0.3 and up
Claus Paws AH,MEDICAL,4.193338315362443,1,29696.0,100,Free,0.0,Everyone,Medical,"December 8, 2017",300000.0.94,4.0.3 and up
Denis Brogniart - AH 2 !,FAMILY,4.193338315362443,4,14336.0,100,Free,0.0,Everyone,Entertainment,"October 28, 2017",1.0,2.1 and up
Ah! Cutie,FAMILY,3.9,536,10240.0,10000,Free,0.0,Everyone,Casual,"June 27, 2017",2.0.0,4.0 and up
AH Alarm Panel,TOOLS,3.9,7,81.0,100,Paid,4.99,Everyone,Tools,"May 12, 2011",1.2.0,1.5 and up
Arrowhead AH App,MEDICAL,5.0,3,28672.0,100,Free,0.0,Everyone,Medical,"April 21, 2017",300000.0.80,4.0.3 and up
Maricopa AH,MEDICAL,4.193338315362443,0,29696.0,100,Free,0.0,Everyone,Medical,"July 16, 2018",300000.1.11,4.0.3 and up
Kimbrough AH,MEDICAL,5.0,5,28672.0,100,Free,0.0,Everyone,Medical,"September 21, 2017",300000.0.90,4.0.3 and up
The Ah Yeah! Button,FAMILY,3.0,30,318.0,5000,Free,0.0,Everyone,Entertainment,"October 1, 2013",1.2,2.3 and up
Clarksburg AH,MEDICAL,1.0,1,28672.0,50,Free,0.0,Everyone,Medical,"May 1, 2017",300000.0.81,4.0.3 and up
WAH AH,MEDICAL,4.193338315362443,0,29696.0,100,Free,0.0,Everyone,Medical,"May 3, 2017",300000.0.80,4.0.3 and up
Prestige AH,MEDICAL,4.0,2,29696.0,100,Free,0.0,Everyone,Medical,"May 11, 2017",300000.0.81,4.0.3 and up
San Dimas AH,MEDICAL,4.193338315362443,0,29696.0,100,Free,0.0,Everyone,Medical,"February 18, 2018",300000.0.97,4.0.3 and up
Ebenezer AH,MEDICAL,4.0,4,27648.0,500,Free,0.0,Everyone,Medical,"May 5, 2017",300000.0.79,4.0.3 and up
Boston AH,MEDICAL,4.193338315362443,1,29696.0,50,Free,0.0,Everyone,Medical,"November 30, 2017",300000.0.93,4.0.3 and up
AH-1 Viper Cobra Ops - helicopter flight simulator,GAME,3.8,1088,88064.0,100000,Free,0.0,Teen,Action,"February 16, 2018",1.0.1,4.3 and up
Ah !,FAMILY,4.193338315362443,3,22528.0,50,Free,0.0,Everyone,Entertainment,"December 27, 2017",1.1.2,5.0 and up
Kay AH GA,MEDICAL,4.193338315362443,0,29696.0,1,Free,0.0,Everyone,Medical,"February 15, 2018",300000.0.97,4.0.3 and up
Bayview Hill AH,MEDICAL,4.193338315362443,0,29696.0,50,Free,0.0,Everyone,Medical,"June 6, 2018",300000.1.08,4.0.3 and up
Hilltop AH,MEDICAL,4.193338315362443,0,29696.0,100,Free,0.0,Everyone,Medical,"January 10, 2018",300000.0.96,4.0.3 and up
Ah Ha Block,FAMILY,4.193338315362443,2,16384.0,100,Free,0.0,Everyone,Casual,"July 9, 2017",1.0,4.0 and up
AH Lake Villa,MEDICAL,4.193338315362443,3,27648.0,100,Free,0.0,Everyone,Medical,"April 22, 2017",300000.0.78,4.0.3 and up
Ferguson AH,MEDICAL,4.193338315362443,0,29696.0,100,Free,0.0,Everyone,Medical,"July 17, 2017",300000.0.86,4.0.3 and up
Downers Grove AH,MEDICAL,4.193338315362443,0,29696.0,100,Free,0.0,Everyone,Medical,"January 10, 2018",300000.0.96,4.0.3 and up
Sherbourne AH,MEDICAL,4.193338315362443,1,29696.0,50,Free,0.0,Everyone,Medical,"February 27, 2018",300000.0.98,4.0.3 and up
Cathy AH,TOOLS,4.193338315362443,0,20480.0,1,Free,0.0,Everyone,Tools,"July 16, 2018",1.0.4,4.1 and up
Monticello AH,MEDICAL,4.193338315362443,0,28672.0,50,Free,0.0,Everyone,Medical,"May 26, 2017",300000.0.84,4.0.3 and up
Brandon Lakes AH,MEDICAL,2.6,5,27648.0,100,Free,0.0,Everyone,Medical,"May 5, 2017",300000.0.79,4.0.3 and up
Forest Crossing AH,MEDICAL,4.193338315362443,0,29696.0,10,Free,0.0,Everyone,Medical,"April 12, 2018",300000.1.01,4.0.3 and up
Mitchell AH,MEDICAL,4.193338315362443,0,29696.0,50,Free,0.0,Everyone,Medical,"May 23, 2018",300000.1.08,4.0.3 and up
AH of Rocky Hill,MEDICAL,4.193338315362443,0,29696.0,100,Free,0.0,Everyone,Medical,"November 24, 2017",300000.0.93,4.0.3 and up
Replika,FAMILY,4.5,45458,35840.0,1000000,Free,0.0,Mature 17+,Entertainment,"August 3, 2018",1.5.49,4.4 and up
The Artificial Intelligence Project (A.I. Chat),FAMILY,3.0,76,39936.0,5000,Paid,1.99,Everyone,Simulation,"March 29, 2018",1.2,2.3 and up
Virtual Assistant DataBot: Artificial Intelligence,FAMILY,4.4,80927,27648.0,1000000,Free,0.0,Everyone,Entertainment,"July 31, 2018",7.2.5,4.0 and up
Orbita AI — Exciting mobile puzzles & riddles,FAMILY,4.6,116973,31744.0,1000000,Free,0.0,Everyone,Puzzle,"March 29, 2018",1.1.9.1,4.1 and up
ChatBot AI Talking Girl,FAMILY,3.8,3597,25600.0,100000,Free,0.0,Everyone 10+,Entertainment,"July 31, 2018",1.0.16,4.0.3 and up
Ai File Viewer,TOOLS,4.0,66,33115.87969653179,10000,Free,0.0,Everyone,Tools,"July 7, 2018",Varies with device,Varies with device
Youper - AI Therapy,MEDICAL,4.6,1976,70656.0,50000,Free,0.0,Everyone,Medical,"August 3, 2018",6.02.000,6.0 and up
AI Face Beauty Analysis - IntelliFace (Free),BEAUTY,3.1,40,13312.0,10000,Free,0.0,Everyone,Beauty,"April 11, 2018",20,4.1 and up
Robin - AI Voice Assistant,MAPS_AND_NAVIGATION,4.2,55313,16384.0,1000000,Free,0.0,Everyone,Maps & Navigation,"August 5, 2018",4.435,4.1 and up
AI Benchmark,TOOLS,4.0,97,101376.0,5000,Free,0.0,Everyone,Tools,"June 29, 2018",2.0.0,4.1 and up
Puck AI Personal Assistant Robot,PRODUCTIVITY,4.1,22,26624.0,1000,Free,0.0,Everyone,Productivity,"November 2, 2017",1.5,4.0.3 and up
Picai - Smart AI Camera,PHOTOGRAPHY,4.0,529,33115.87969653179,100000,Free,0.0,Everyone,Photography,"July 17, 2018",1.2.3,6.0 and up
ai.Bot Box,PRODUCTIVITY,4.193338315362443,0,33115.87969653179,10000,Free,0.0,Everyone,Productivity,"March 1, 2017",Varies with device,Varies with device
Adobe Illustrator Draw,PHOTOGRAPHY,4.4,65766,33115.87969653179,5000000,Free,0.0,Everyone,Photography,"April 2, 2018",3.4.23,5.0 and up
AI Sight,PRODUCTIVITY,3.5,43,49152.0,1000,Free,0.0,Everyone,Productivity,"June 18, 2018",1.2,4.0.3 and up
Jarvis artificial intelligent,FAMILY,3.9,253,14336.0,10000,Free,0.0,Everyone,Entertainment,"March 28, 2018",1.1,2.3 and up
DREAM-e: Dream Analysis A.I.,LIFESTYLE,3.8,89,939.0,10000,Free,0.0,Everyone,Lifestyle,"February 18, 2013",2.3,2.1 and up
Animal Jam - Play Wild!,FAMILY,4.6,361734,59392.0,5000000,Free,0.0,Everyone,Casual;Pretend Play,"August 2, 2018",28.0.14,4.1 and up
AJ Jump: Animal Jam Kangaroos!,GAME,4.4,2975,43008.0,50000,Paid,1.99,Everyone,Arcade,"March 7, 2016",1.6,4.0 and up
AJ Academy: Amazing Animals,FAMILY,4.5,1564,35840.0,50000,Free,0.0,Everyone,Educational;Education,"May 25, 2018",1.1.0,4.1 and up
Dash Tag - Fun Endless Runner!,FAMILY,4.5,6750,44032.0,100000,Free,0.0,Everyone,Casual,"June 13, 2018",2.0.3,4.3 and up
Jamaa Amino for Animal Jam,SOCIAL,4.7,3873,64512.0,10000,Free,0.0,Teen,Social,"July 13, 2018",1.8.19106,4.0.3 and up
Tunnel Town,FAMILY,4.4,74744,61440.0,1000000,Free,0.0,Everyone,Strategy,"July 26, 2018",1.5.6,4.1 and up
AJ+ Beta,NEWS_AND_MAGAZINES,4.193338315362443,0,33115.87969653179,1000,Free,0.0,Everyone,News & Magazines,"May 4, 2017",Varies with device,Varies with device
Club Penguin Island,FAMILY,2.8,107441,32768.0,1000000,Free,0.0,Everyone,Casual;Action & Adventure,"July 10, 2018",1.10.5,4.4 and up
Aj. Vallbona,NEWS_AND_MAGAZINES,4.193338315362443,0,22528.0,10,Free,0.0,Everyone,News & Magazines,"July 25, 2018",4.0,4.4 and up
Hey AJ! It's Saturday!,BOOKS_AND_REFERENCE,5.0,12,51200.0,100,Paid,3.99,Everyone,Books & Reference,"June 13, 2016",1.0.0,2.2 and up
Baby Game Animal Jam Free,GAME,2.8,9,26624.0,500,Free,0.0,Everyone,Board,"March 24, 2017",1.0,2.3 and up
AJ Concept Group App,HOUSE_AND_HOME,4.193338315362443,0,17408.0,10,Free,0.0,Everyone,House & Home,"July 25, 2017",3.0,4.0.3 and up
Bonza Poly Art - Tenkyu Animal Jam for Kids,FAMILY,4.1,22,31744.0,1000,Free,0.0,Everyone,Puzzle,"August 3, 2018",1.0.9,4.1 and up
AJ RETAILS,SHOPPING,5.0,9,169.0,10,Free,0.0,Everyone,Shopping,"June 1, 2018",18060104,2.2 and up
Hey AJ! It's Bedtime!,FAMILY,5.0,1,64512.0,10,Paid,4.99,Everyone,Education,"April 4, 2018",1.0.59,2.3 and up
AJ Percent Off Calculator,SHOPPING,4.4,134,45.0,10000,Free,0.0,Everyone,Shopping,"June 4, 2013",1.2,2.2 and up
Aj.Petra,COMMUNICATION,4.193338315362443,5,14336.0,100,Free,0.0,Everyone,Communication,"September 29, 2017",1.0.1,4.1 and up
AJ Men's Grooming,LIFESTYLE,5.0,2,22528.0,100,Free,0.0,Everyone,Lifestyle,"August 28, 2017",5,4.1 and up
AJ Styles HD Wallpapers,ART_AND_DESIGN,4.8,48,25600.0,5000,Free,0.0,Everyone,Art & Design,"August 4, 2018",1.1.1,4.1 and up
AJ and Alyssa,LIFESTYLE,4.193338315362443,0,475.0,100,Free,0.0,Everyone,Lifestyle,"June 1, 2017",1.0.0,2.3.3 and up
AJ Gray Icon Pack,PERSONALIZATION,4.8,5,35840.0,50,Paid,0.99,Everyone,Personalization,"April 22, 2018",1.1,4.1 and up
A-J Media Vault,BOOKS_AND_REFERENCE,4.193338315362443,1,24576.0,50,Free,0.0,Everyone,Books & Reference,"January 4, 2017",5.62.1,4.0.3 and up
AJ Gray Dark Icon Pack,PERSONALIZATION,5.0,2,35840.0,10,Paid,0.99,Everyone,Personalization,"April 29, 2018",1.1,4.1 and up
Little Pets Animal Guardians,FAMILY,4.6,18893,93184.0,100000,Free,0.0,Everyone,Casual;Pretend Play,"June 9, 2018",1.4.1,4.0.3 and up
AJ-COMICS,FOOD_AND_DRINK,4.193338315362443,0,27648.0,5,Free,0.0,Everyone,Food & Drink,"July 13, 2018",0.1.0,4.4 and up
AJ Blue Icon Pack,PERSONALIZATION,5.0,4,31744.0,50,Paid,0.99,Everyone,Personalization,"April 27, 2018",1.1,4.1 and up
AJ Turquoise Dark Icon Pack,PERSONALIZATION,4.193338315362443,0,32768.0,10,Paid,0.99,Everyone,Personalization,"May 1, 2018",1.1,4.1 and up
AJ렌터카 법인 카셰어링,MAPS_AND_NAVIGATION,4.193338315362443,0,27648.0,10,Free,0.0,Everyone,Maps & Navigation,"July 30, 2018",1.0.0.0,4.3 and up
My Wild Pet: Online Animal Sim,FAMILY,4.5,26916,68608.0,500000,Free,0.0,Everyone,Casual;Pretend Play,"March 17, 2017",2.7,4.0.3 and up
AJ Orange Icon Pack,PERSONALIZATION,4.193338315362443,0,30720.0,10,Paid,0.99,Everyone,Personalization,"May 2, 2018",1.1,4.1 and up
How it works: AK-74N,FAMILY,4.4,1031,49152.0,100000,Free,0.0,Everyone,Entertainment,"January 9, 2018",2.1.9f0,4.0.3 and up
AK-47: Simulator and Shooting,FAMILY,4.0,345,14336.0,100000,Free,0.0,Everyone 10+,Simulation,"November 11, 2016",1.3.0,3.0 and up
AK-47 Simulation and Info,FAMILY,4.193338315362443,2,18432.0,100,Free,0.0,Everyone,Entertainment,"May 5, 2018",2.0.0,5.0 and up
Puppy Shooting an AK-47: Platformer Zombie Game,GAME,4.8,21,91136.0,1000,Free,0.0,Everyone,Arcade,"March 30, 2018",0.46.91,4.4 and up
AK Interactive,FAMILY,4.3,734,13312.0,10000,Free,0.0,Everyone,Entertainment,"July 12, 2018",2.5,4.0 and up
Wallpapers AK 47 Guns,PERSONALIZATION,4.5,37,15360.0,5000,Free,0.0,Teen,Personalization,"February 26, 2017",1.0,4.1 and up
AK 47 Assault Rifle Wallpapers,PERSONALIZATION,4.193338315362443,1,15360.0,100,Free,0.0,Teen,Personalization,"February 22, 2018",1.0,4.1 and up
